SCHLUESSEL,BERUFINT
31972,Sozial- und Kulturanthropologe/-anthropologin
31973,Volkskundler/in
31974,Ethnograf/in
31975,Ethnologe/Ethnologin
31976,Kulturanthropologe/-anthropologin
31977,Musikethnologe/-ethnologin
31978,Völkerkundler/in (Uni)
31979,Master of Arts - Green Politics
31980,Master of Arts - Politikwissenschaften
31981,Master of Public Policy - Public policy
31982,Master of Arts - Development Management
31983,Master- Friedens- und Konfliktforschung
31984,Master of Arts - Politische Kommunikation
31985,Master of Arts - Global Governance and Social Theo
31986,Master of Arts - Development Policy with Focus in
31987,Master of Peace and Security Studies  - Frieden/Si
31988,Referent/in für Politik
31989,Agrarpolitologe/-politologin
31990,Politikberater/in
31991,Politologe/Politologin
31992,Politikwissenschaftler/in
31993,Politik- und Verwaltungswissenschaftler/in
31994,Staatswissenschaftler/in
31995,Staatswissenschaftler/in  - Außenpolitik
31996,Staatswissenschaftler/in -Staatswissenschaften
31997,Master of Arts - Gender und Arbeit
31998,Master of Arts - Sozialwissenschaften
31999,Master of Arts - Comparative Social Science
32000,Master of Science - Europäische Urbanistik/Studies
32001,Master of Arts - Ökonomische und soziologische Stu
32002,Master of Science - Empirische Ökonomik / Politikb
32003,Master of Social Science of Technology  - Social S
32004,Betriebssoziologe/-soziologin
32005,Geschlechterforscher/in
32006,Genderwissenschaftler/in
32007,Geschlechterwissenschaftler/in
32008,Gesellschaftswissenschaftler/in
32009,Wehrwissenschaftler/in
32010,Militärwissenschaftler/in
32011,Soziograf/in
32012,Sozialforscher/in
32013,Soziologe/Soziologin
32014,Sozialwissenschaftler/in
32015,Sozialwissenschaftler/in / Soziologe/Soziologin
32016,Fachpädagoge/-pädagogin - frühkindliche Erziehung
32017,Master of Arts - Education
32018,Master of Arts - Erziehungswissenschaften
32019,Master - Bildungsmanagement und Schulentwicklung
32020,Natur- und Umweltpädagoge/-pädagogin
32021,Schulpädagoge/-pädagogin
32022,Medienerzieher/in
32023,Medienpädagoge/-pädagogin
32024,Medienberater/in (Pädagogik)
32025,Reisepädagoge/-pädagogin
32026,Referent/in - Erziehungsfragen
32027,Bildungsforscher/in
32028,Bildungswissenschaftler/in
32029,Elementarpädagoge/-pädagogin
32030,Umwelterzieher/in
32031,Umwelterzieher/in (Handwerk)
32032,Umweltpädagoge/Umweltpädagogin
32033,Zoopädagoge/-pädagogin
32034,Spielpädagoge/-pädagogin
32035,Arbeitspädagoge/-pädagogin
32036,Erlebnispädagoge/-pädagogin
32037,Erziehungswissenschaftler/in
32038,Frühpädagoge/-pädagogin
32039,Freizeitpädagoge/-pädagogin
32040,Krippenpädagoge/-pädagogin
32041,Ausländerpädagoge/-pädagogin
32042,European Master of Intercultural Education
32043,Kulturpädagoge/-pädagogin
32044,Kultur- und Medienpädagoge/-pädagogin
32045,Pädagoge/Pädagogin
32046,Pädagogische/r Mitarbeiter/in
32047,Pädagogische/r Medienberater/in
32048,Befrager/in
32049,Tester/in
32050,Testkäufer/in
32051,Testverkäufer/in
32052,Tester/in
32053,Interviewer/in
32054,Spieletester/in
32055,Fachangestellte/r für Markt- und Sozialforschung
32056,Fachwirt/in - Marktforschung
32057,Marktforschungsberater/in
32058,Marktforscher/in
32059,Market Analyst/in
32060,Market Researcher
32061,Marktanalytiker/in
32062,Marktbeobachter/in
32063,Marktuntersucher/in
32064,Market Research Manager/in
32065,Market Research Analyst/in
32066,Markt- und Meinungsforscher/in
32067,Marktforschungsbetriebswirt/in (Hochschule)
32068,Beschaffungsmarktforscher/in
32069,Betriebliche/r Marktforscher/in
32070,Betriebswirt/in (Hochschule) - Marktforschung
32071,Betriebswirt/in (Hochschule) - Markt- und Kommunik
32072,Meinungsforscher/in
32073,Wirtschafts- und Marktforscher/in
32074,Institutsmarktforscher/in
32075,Online-Marktforscher/in
32076,Konsumforscher/in
32077,Konkurrenzforscher/in
32078,Motivforscher/in
32079,Experte/Expertin - Marktprognosen
32080,Experte/Expertin - Wettbewerbsanalysen
32081,Bevölkerungswissenschaftler/in
32082,Demograf/in
32083,Distributionsforscher/in
32084,Master of Arts - Kulturwissenschaft
32085,Master of Arts - Religiöse Gegenwartskultur
32086,Master of Preservation of Cultural Properties
32087,Berufskundler/in
32088,Berufsanalytiker/in
32089,Berufsbildungsforscher/in
32090,Gerontologe/Gerontologin
32092,Sozialgerontologe/-gerontologin
32093,Arbeitsökonom/in
32094,Arbeitswissenschaftler/in
32095,Ergonom/in
32096,Kriminologe/Kriminologin
32097,Psychogerontologe/-gerontologin
32098,Kulturwissenschaftler/in
32099,Kultur- und Freizeitwissenschaftler/in
32100,Master of Arts - Economics and Politics
32101,Master of Arts - International Economics (VWL)
32102,Master of Arts - Economics and Management Science
32103,Master of Arts- International and Development Econ
32104,Beratende/r Volkswirt/in
32105,Wirtschaftssachverständige/r
32106,Wirtschaftswissenschaftler/in
32107,Ökonom/in (Hochschule)
32108,Volkswirt/in
32109,Volkswirtschaftler/in
32110,Volkswirt/in (beratend)
32111,Makroökonom/in
32112,Marktwirtschaftler/in
32113,Betriebssozialwirt/in
32114,Technische/r Volkswirt/in
32115,Mikroökonom/in
32116,Ökonometriker/in
32117,Ökonom/in - politische Ökonomie
32118,Ökonom/in - Volkswirtschaftsplanung
32119,Ökonom/in - Ökonomie sozialer und kultureller Bere
32120,Konjunkturforscher/in
32121,Sozialökonom/in
32122,Sozialökonom/in / Sozialwirt/in
32123,Junior Researcher
32124,Fachkraft für Absatzwirtschaft
32125,Kaufmann/-frau - Kommunikation
32126,Kaufmann/-frau - Marketingkommunikation
32127,Kaufmännische/r Assistent/in/Wirtschaftsassistent/
32128,Marketingfachkraft
32129,Marketingassistent/in
32130,Marketingkaufmann/-frau
32131,Marketingsachbearbeiter/in
32132,Marketingfachkraft/-assistent/in
32133,Salespromoter/in
32134,Reklamefachmann/-frau
32135,Werbeassistent/in
32136,Werbekaufmann/-frau
32137,Werbesachbearbeiter/in
32138,Werbefachmann/-fachfrau
32139,Wirtschaftskaufmann/-frau - Werbung
32140,Wirtschaftskaufmann/-frau - Agitation/Propaganda/W
32141,Öko-Marketing-Assistent/in
32142,Internationale/r Marketingassistent/in
32143,Kontaktassistent/in
32144,Franchise-Fachkraft
32145,Assistent/in - Marketing
32146,Assistant Product Manager/in
32147,Assistent/in - Werbung und Verkaufsförderung
32148,Assistent/in - Vice President Marketing und Managi
32149,POS-Manager/in
32150,Fachwirt/in - Werbung
32151,Fachberater/in - Werbung
32152,Fachkaufmann/-frau - Marketing
32153,Fachmann/-frau - Direktmarketing
32154,Fachwirt/in - Marketing und Werbung
32155,Fachberater/in - Marketing und Vertrieb
32156,Fachkaufmann/-frau - Werbung u. Kommunikation
32157,Fachkaufmann/-frau - Werbung und Kommunikation
32158,Marketingwirt/in
32159,Marktentwickler/in
32160,Marketingberater/in
32161,Marketingmanager/in
32162,Marketing Researcher
32163,Marketingfachwirt/in
32164,Marketingspezialist/in
32165,Marketingfachmann/-frau
32166,Marketingkoordinator/in
32167,Marketingfachkaufmann/-frau
32168,Marketing-Kommunikationswirt/in
32169,Marketing- und Vertriebsökonom/in
32170,Marketing-Kommunikations-Ökonom/in
32171,Marketingsbetriebswirt/in (Fachschule)
32172,Absatz- und Werbewirtschaftler/in
32173,Betriebswerber/in
32174,Bezieherwerber/in
32175,Betriebswirt/in (Fachschule) - Absatz/Marketing
32176,Betriebswirt/in (Fachschule) - Marketingkommunikat
32177,Lesezirkelwerbungsmittler/in
32178,Merchandiser
32179,Mediaplaner/in
32180,Medienberater/in (Werbung)
32181,Medienberater/in (Medienpädagogik)
32182,Medienberater/in - Audiovisuelle Medien
32183,Medienberater/in (visuelle Kommunikation)
32184,Reklameberater/in
32185,Reintexter/in (Werbung)
32186,Service-Merchandiser/in
32187,Texter/in
32188,Textgestalter/in (Werbung
32189,Verkehrswerber/in
32190,Verkaufsförderer/-förderin
32191,Werbewirt/in
32192,Werbetexter/in
32193,Werbeökonom/in
32194,Werbeberater/in
32195,Werbemittler/in
32196,Werbefachwirt/in
32197,Werbetechniker/in
32198,Werbungsmittler/in
32199,Werbekorrespondent/in
32200,Channel Marketing Spezialist/in
32201,Lizenzmanager/in
32202,Online-Marketing-Manager/in
32203,Kontakter/in
32204,Kommunikationswirt/in
32205,Kooperationsmanager/in
32206,Kontaktmann/-frau (Werbung)
32207,Kommunikationsfachmann/-frau
32208,Konzeptionstexter/in (Werbung)
32209,Brand-Manager/in
32210,Produktplaner/in
32211,Produktmanager/in
32212,Produktreferent/in
32213,Produktbetreuer/in
32214,Produktanalytiker/in
32215,Produktbeobachter/in
32216,Streuplaner/in
32217,Juniorberater/in - Marketing
32218,Category-Manager/in
32219,Marketing-Service-Manager/in
32220,Marketingsbetriebswirt/in (Hochschule)
32221,Master of Arts - International Marketing
32222,Master of Sales and Marketing - Sales and Marketin
32223,Betriebswirt/in (Hochschule) - Marketing
32224,Betriebswirt/in (Hochschule) - Dienstleistungsmana
32225,Werbemanager/in
32226,Werbeingenieur/in
32227,Werbebetriebswirt/in
32228,Dienstleistungsmanagementbetriebswirt/in (Hochschu
32229,Ingenieur/in - Werbetechnik und Werbewirtschaft
32230,Commercialmanger/in
32231,Kommunikationsorganisator/in
32232,E-Mail-Agent/in
32233,Call-Center-Agent/in
32234,Fachkraft - Merchandising
32235,Fachkaufmann/-frau - Teleservice
32236,Fachkraft - Telefonmarketing für Blinde und Sehbeh
32237,Kaufmann/-frau - Dialogmarketing
32238,Kaufmann/-frau - Telekommunikation
32239,Servicefachkraft - Dialogmarketing
32240,Telefonagent/in
32241,Telefonverkäufer/in
32242,Telekommunikationskaufmann/-frau
32243,Hotline-Mitarbeiter/in
32244,Call-Center-Trainer/in
32245,Call-Center-Fachwirt/in
32246,Call-Center-Teamleiter/in
32247,Call-Center-Supervisor/in
32248,Call-Center-Betriebswirt/in (Fachschule)
32249,Call-Center-Management-Ökonom/in (Fachschule)
32250,Fachwirt/in - Call-Center
32251,Fachwirt/in - Telekommunikation
32252,Fachwirt/in - Tele-Service und Kommunikation
32253,Betriebswirt/in (Fachschule) - Call-Center-Managem
32254,Telemarketingberater/in
32255,Teamleiter/in - Call-Center
32256,Telekommunikationsfachwirt/in
32257,Spezialist/in - Telekommunikation
32258,Trainer/in
32259,Account-Manager/in
32260,Key-Accounter/in
32261,Key-Account-Manager/in
32262,Relationship-Manager/in
32263,Firmenkundenbetreuer/in
32264,Auslandskundenbetreuer/in
32265,Customer Relationship Manager/in
32266,Kundenmanager/in
32267,Kundenberater/in
32268,Kundenbetreuer/in
32269,Call-Center-Manager/in
32270,Marketingleiter/in
32271,Marketingdirektor/in
32272,Marketingleiter (Marktforscher)
32273,Leiter/in - Restwertmanagement
32274,Reklamechef/in
32275,Reklameleiter/in
32276,Werbeleiter/in
32277,Werbeabteilungsleiter/in
32278,PR-Fachkraft
32279,PR-Berater/in
32280,PR-Assistent/in
32281,PR-Fachmann/-frau
32282,Campaigner/in
32283,Fachwirt/in - Public-Relation
32284,Fachwirt/in - Öffentlichkeitsarbeit
32285,Betriebsbesichtigungsleiter/in
32286,Berater/in - Financial Communications
32287,Berater/in - Kapitalmarktkommunikation
32288,Betriebswirt/in (staatlich geprüft) - Öffentlichke
32289,Referent/in - Öffentlichkeitsarbeit/Marketing
32290,Öffentlichkeitsreferent/in
32291,Investor-Relations-Manager/in
32292,Corporate Profiler/in
32293,Consultant (PR-Agentur)
32294,Lobbyist/in
32295,Vorstandsreferent/in (Pressesprecher/in)
32296,Spezialist/in - Investor Relations/Financial Analy
32297,Pressereferent/in
32298,Assistent/in des/der Pressesprechers/-specherin
32299,Fundraiser/in
32300,Public-Relations-Fachkraft
32301,Public-Relations-Berater/in
32302,Public-Relations-Manager/in
32303,Mediensprecher/in
32304,Regierungssprecher/in
32305,Pressesprecher/in
32306,Leiter/in - Presse- und Öffentlichkeitsarbeit
32307,Fachkraft - Verlagswesen
32308,Kaufmann/-frau - Buchverlag
32309,Kaufmann/-frau - Verlagswesen
32310,Kaufmännische/r Medienassistent/in
32311,Kaufmann/-frau - audiovisuelle Medien
32312,Kaufmännische/r Assistent/in - Verlagswesen
32313,Kaufmännische/r Mitarbeiter/in - Verlagswesen
32314,Kaufmann/-frau - Zeitungs- und Zeitschriftenverlag
32315,Kaufmännische/r Assistent/in/Wirtschaftsassistent/
32316,Herstellungsassistent/in (Verlag)
32317,Media-Fachkraft
32318,Mediadisponent/in
32319,Medienassistent/in
32320,Mediasachbearbeiter/in
32321,Medienkaufmann/-frau Digital und Print
32322,Verlagsfachkraft
32323,Verlagswerber/in
32324,Verlagsassistent/in
32325,Verleger/in (Verlag)
32326,Verlagskaufmann/-frau
32327,Verlagskaufmann/-frau - Buchverlag
32328,Verlagskaufmann/-frau - Zeitungs- und Zeitschrifte
32329,Zeitungsverlagskaufmann/-frau
32330,Zeitschriftenverlagskaufmann/-frau
32331,Wirtschaftskaufmann/-frau - Verlag/Werbung
32332,Wirtschaftskaufmann/-frau - Verlag und Werbung
32333,Internationale/r Assistent/in - Multimedia
32334,Buchhändler/in - Verlag
32335,Buchverlagskaufmann/-frau
32336,Bachelor of Arts - Medienmanagement
32337,Fachwirt/in - Medien
32338,Fachwirt/in - Verlag
32339,Fachberater/in - Verlag
32340,Fachwirt/in - Multimedia
32341,Fachwirt/in - Medien (Print)
32342,Fachwirt/in - Medienmarketing
32343,Fachwirt/in - Medien (Digital)
32344,Fachwirt/in - Verlag/Herstellung
32345,Fachwirt/in - Herstellung (Bücher)
32346,Fachwirt/in - Verlag/Absatzförderung
32347,Fachwirt/in - Herstellung (Zeitschriften)
32348,Fachwirt/in - Medien- und Verlagswirtschaft
32349,Betriebswirt/in - Medien
32350,Betriebswirt/in (Fachschule) - Medien
32351,Betriebswirt/in (Fachschule) - Verlag
32352,Betriebswirt/in (Berufsakademie) - Medien und Komm
32353,Medienreferent/in
32354,Medienfachwirt/in
32355,Medienbetriebswirt/in
32356,Medienmarketingfachwirt/in
32357,Medien- und Verlagsfachwirt/in
32358,Medien- und Kommunikationswirt/in
32359,Medienbetriebswirt/in (Fachschule)
32360,Repräsentant/in (Verlag)
32361,Verlagsfachwirt/in
32362,Verlagsvertreter/in
32363,Verlagspropagandist/in
32364,Verlagsfachwirt/in - Marketing
32365,Verlagsfachwirt/in - Herstellung
32366,Kommunikationsbetriebswirt/in (Fachschule)
32367,Master of Arts  - Medienmanagement
32368,Master of Science - Multimedia Management
32369,Master of Arts - Multimediale Kommunikation
32370,Editionswissenschaftler/in
32371,Medienwirt/in
32372,Medienökonom/in
32373,Medienmanager/in
32374,Medieninformationsmanager/in
32375,Media Management (FH) - Net Production
32376,Copyright-Manager/in (Musikverlag)
32377,Programmmanager/in
32378,Programmplaner/in (Verlag)
32379,Buch- und Medienwirtschafter/in - Verlag
32380,Ad Sales Manager/in
32381,Adressenvermittler/in
32382,Disponent/in - Anzeigenverkauf
32383,Annoncenagent/in
32384,Anzeigenagent/in
32385,Anzeigenwerber/in
32386,Annoncenvertreter/in
32387,Anzeigenverkäufer/in
32388,Anzeigendisponent/in
32389,Anzeigenvermittler/in
32390,Anzeigenkontakteur/in
32391,Anzeigenfachberater/in
32392,Anzeigenakquisiteur/in
32393,Anzeigensachbearbeiter/in
32394,Anzeigenverkaufsberater/in
32395,Inseratenwerber/in
32396,Inseratenvertreter/in
32397,Inseratenakquisiteur/in
32398,Assistent/in - Filmgeschäftsführung
32399,Kundenbetreuer/in - Verlag
32400,Art-Buyer (Werbung)
32401,Listbroker/in
32402,Literaturagent/in
32403,Autorenagent/in
32404,Herstellungsleiter/in (Verlag)
32405,Lesezirkelinhaber/in
32406,Verlagsleiter/in
32407,Verlagsdirektor/in
32408,Verlagsprokurist/in
32409,Verlagswerbeleiter/in
32410,Verlagsgeschäftsführer/in
32411,Verleger/in (Medien
32412,Zeitungsverleger/in
32413,Zeitschriftenverleger/in
32414,Zeitungs- und Zeitschriftenverleger/in
32415,Philatelistische/r Verleger/in
32416,Bilderverleger/in
32417,Anzeigenleiter/in
32418,Ansichtskartenverleger/in
32419,Buchverleger/in
32420,Kunstverleger/in
32421,Kunst- und Bilderverleger/in
32422,Musikverleger/in
32423,Redaktionsassistent/in
32424,Redaktionsgehilfe/-gehilfin
32425,Video-Journalist/in
32426,Assistent/in - Pressestelle
32427,E-Learning-Autor/in
32428,E-Learning-Tutor/in
32429,E-Learning-Manager/in
32430,CBT-Autor/in
32431,PR-Redakteur/in
32432,Daily-Talk-Redakteur/in
32433,Fachredakteur/in
32434,Fachredakteur/in - Technik
32435,Fachredakteur/in - Wirtschaft
32436,Handbuch-Autor/in
32437,Handelsredakteur/in
32438,Hauptschriftleiter/in
32439,Manual-Redakteur/in
32440,Schriftleiter/in
32441,Schlussredakteur/in
32442,Fernsehredakteur/in
32443,Lernsystemanalytiker/in
32444,Medienberater/in (Publizistik)
32445,Redakteur/in
32446,Technikredakteur/in
32447,Technische/r Autor/in
32448,Teachware-Designer/in
32449,Technische/r Fachautor/in
32450,Technische/r Redakteur/in
32451,Technische/r Fachredakteur/in
32452,Verlagsredakteur/in
32453,Web-Reporter/in
32454,Web-Redakteur/in
32455,Web-Learning-Tutor/in
32456,Web Based Training-Autor/in
32457,Zeitungsreporter/in
32458,Zeitungsredakteur/in
32459,Offline-Redakteur/in
32460,Bildredakteur/in
32461,Videoreporter/in
32462,Wirtschaftsredakteur/in
32463,Entwickler/in - interaktive Lernmedien
32464,Internet-Redakteur/in
32465,Online-Reporter/in
32466,Online-Redakteur/in
32467,Unternehmensredakteur/in
32468,Content-Manager/in
32469,Community-Manager/in
32470,Computer Based Training-Autor/in
32471,Dokumentationsentwickler/in
32472,Fotoredakteur/in
32473,Lokalreporter/in
32474,Sportreporter/in
32475,Sportredakteur/in
32476,Produktredakteur/in
32477,Pressefachmann/-frau
32478,Autor/in - interaktive Lernprogramme
32479,Musikredakteur/in
32480,Multimedia-Autor/in
32481,Multimedia-Redakteur/in
32482,Rundfunkreporter/in
32483,Rundfunkredakteur/in
32484,Hörfunkredakteur/in
32485,Fachjournalist/in
32486,Managing Editor
32487,Master of Arts - Journalismus
32488,Master of Arts - Kulturjournalismus
32489,Master of Arts - Technische Redaktion und multimed
32490,Master of Arts - Technic Communications/Technische
32491,Berichter/in
32492,Berichterstatter/in
32493,Feuilletonist/in
32494,Fernsehreporter/in
32495,Fernsehjournalist/in
32496,Medizinjournalist/in
32497,Reporter/in
32498,Rezensent/in
32499,Technische/r Fachjournalist/in
32500,Zeitungsjournalist/in
32501,Zeitungskorrespondent/in
32502,Zeitungsberichterstatter/in
32503,Agrarjournalist/in
32504,Chef/in vom Dienst
32505,Theaterkritiker/in
32506,Bildjournalist/in
32507,Filmkritiker/in
32508,Wirtschaftsjournalist/in
32509,Wissenschaftsjournalist/in
32510,Wirtschaftskorrespondent/in (Journalist/in)
32511,Online Editor/in
32512,Online-Journalist/in
32513,Fotojournalist/in
32514,Journalist/in
32515,Journalist/in - Video
32516,Kolumnist/in
32517,Korrespondent/in
32518,Modejournalist/in
32519,Sonderberichterstatter/in
32520,Wortjournalist/in
32521,Wort- und Bildjournalist/in
32522,Sportjournalist/in
32523,Sportberichterstatter/in
32524,Kritiker/in
32525,Pressekorrespondent/in
32526,Auslandskorrespondent/in
32527,Kunstkritiker/in
32528,Musikkritiker/in
32529,Musikjournalist/in
32530,Publizist/in
32531,Hörfunk- und Multimediajournalist/in
32532,Fachlektor/in
32533,Deutschlektor/in (Germanist/in)
32534,Lektor/in - Verlage
32535,Lektorassistent/in (Verlag)
32536,Lektor/in - Goethe-Institute (Germanist/in)
32537,Technische/r Lektor/in
32538,Verlagslektor/in
32539,Theaterlektor/in
32540,Wissenschaftliche/r Lektor/in
32541,Copyeditor/in
32542,Fremdsprachenlektor/in
32543,Fachbuchautor/in
32544,Fachschriftsteller/in
32545,Master of Media - Medienautor
32546,Schriftsteller/in
32547,Schnelldichter/in
32548,Belletrist/in
32549,Debattenschreiber/in
32550,Medien-Autor/in
32551,Redenschreiber/in
32552,Reiseschriftsteller/in
32553,Reiseberichterstatter/in
32554,Referent/in - Erstellung von Reden
32555,Textdichter/in
32556,Technical Writer/in
32557,Technische/r Schriftsteller/in
32558,Biograf/in
32559,Dichter/in
32560,Dialogbuchautor/in
32561,Filmautor/in
32562,Literat/in
32563,Librettist/in
32564,Romanschriftsteller/in
32565,Sportschriftsteller/in
32566,Drehbuchautor/in
32567,Drehbuchschreiber/in
32568,Storyliner
32569,Stegreifdichter/in
32570,Autor/in / Schriftsteller/in
32571,Jugendschriftsteller/in
32572,Kunstschriftsteller/in
32573,Musikschriftsteller/in
32574,Synchronautor/in
32575,Bühnenschriftsteller/in
32576,Leitende/r Redakteur/in
32577,Redaktionsdirektor/in
32578,Chefredakteur/in
